1207 408 341
131 238 -1 0
130 238 -1 0
128 238 -1 0
134 237 -1 0
133 237 -1 0
132 237 -1 0
131 237 -1 0
130 237 -1 0
129 237 -1 0
128 237 -1 0
127 237 -1 0
126 237 -1 0
125 237 -1 0
135 236 -1 0
134 236 -1 0
133 236 -1 0
132 236 -1 0
131 236 -1 0
130 236 -1 0
129 236 -1 0
128 236 -1 0
127 236 -1 0
126 236 -1 0
125 236 -1 0
124 236 -1 0
136 235 -1 0
135 235 -1 0
134 235 -1 0
133 235 -1 0
132 235 -1 0
131 235 -1 0
130 235 -1 0
129 235 -1 0
128 235 -1 0
127 235 -1 0
126 235 -1 0
125 235 -1 0
124 235 -1 0
123 235 -1 0
137 234 -1 0
136 234 -1 0
135 234 -1 0
134 234 -1 0
133 234 -1 0
132 234 -1 0
131 234 -1 0
130 234 -1 0
129 234 -1 0
128 234 -1 0
127 234 -1 0
126 234 -1 0
125 234 -1 0
124 234 -1 0
123 234 -1 0
122 234 -1 0
137 233 -1 0
136 233 -1 0
135 233 -1 0
134 233 -1 0
133 233 -1 0
132 233 -1 0
131 233 -1 0
130 233 -1 0
129 233 -1 0
128 233 -1 0
127 233 -1 0
126 233 -1 0
125 233 -1 0
124 233 -1 0
123 233 -1 0
122 233 -1 0
121 233 -1 0
137 232 -1 0
136 232 -1 0
135 232 -1 0
134 232 -1 0
133 232 -1 0
132 232 -1 0
131 232 -1 0
130 232 -1 0
129 232 -1 0
128 232 -1 0
127 232 -1 0
126 232 -1 0
125 232 -1 0
124 232 -1 0
123 232 -1 0
122 232 -1 0
121 232 -1 0
120 232 -1 0
138 231 -1 0
137 231 -1 0
136 231 -1 0
135 231 -1 0
134 231 -1 0
133 231 -1 0
132 231 -1 0
131 231 -1 0
130 231 -1 0
129 231 -1 0
128 231 -1 0
127 231 -1 0
126 231 -1 0
125 231 -1 0
124 231 -1 0
123 231 -1 0
122 231 -1 0
121 231 -1 0
120 231 -1 0
119 231 -1 0
138 230 -1 0
137 230 -1 0
136 230 -1 0
135 230 -1 0
134 230 -1 0
133 230 -1 0
132 230 -1 0
131 230 -1 0
130 230 -1 0
129 230 -1 0
128 230 -1 0
127 230 -1 0
126 230 -1 0
125 230 -1 0
124 230 -1 0
123 230 -1 0
122 230 -1 0
121 230 -1 0
120 230 -1 0
119 230 -1 0
118 230 -1 0
137 229 -1 0
136 229 -1 0
135 229 -1 0
134 229 -1 0
133 229 -1 0
132 229 -1 0
131 229 -1 0
130 229 -1 0
129 229 -1 0
128 229 -1 0
127 229 -1 0
126 229 -1 0
125 229 -1 0
124 229 -1 0
123 229 -1 0
122 229 -1 0
121 229 -1 0
120 229 -1 0
119 229 -1 0
118 229 -1 0
137 228 -1 0
136 228 -1 0
135 228 -1 0
134 228 -1 0
133 228 -1 0
132 228 -1 0
131 228 -1 0
130 228 -1 0
129 228 -1 0
128 228 -1 0
127 228 -1 0
126 228 -1 0
125 228 -1 0
124 228 -1 0
123 228 -1 0
122 228 -1 0
121 228 -1 0
120 228 -1 0
119 228 -1 0
118 228 -1 0
117 228 -1 0
137 227 -1 0
136 227 -1 0
135 227 -1 0
134 227 -1 0
133 227 -1 0
132 227 -1 0
131 227 -1 0
130 227 -1 0
129 227 -1 0
128 227 -1 0
127 227 -1 0
126 227 -1 0
125 227 -1 0
124 227 -1 0
123 227 -1 0
122 227 -1 0
121 227 -1 0
120 227 -1 0
119 227 -1 0
118 227 -1 0
117 227 -1 0
116 227 -1 0
136 226 -1 0
135 226 -1 0
134 226 -1 0
133 226 -1 0
132 226 -1 0
131 226 -1 0
130 226 -1 0
