1305 408 341
281 243 -1 0
284 242 -1 0
283 242 -1 0
282 242 -1 0
281 242 -1 0
280 242 -1 0
279 242 -1 0
278 242 -1 0
285 241 -1 0
284 241 -1 0
283 241 -1 0
282 241 -1 0
281 241 -1 0
280 241 -1 0
279 241 -1 0
278 241 -1 0
277 241 -1 0
276 241 -1 0
150 241 -1 1
149 241 -1 1
285 240 -1 0
284 240 -1 0
283 240 -1 0
282 240 -1 0
281 240 -1 0
280 240 -1 0
279 240 -1 0
278 240 -1 0
277 240 -1 0
276 240 -1 0
275 240 -1 0
153 240 -1 1
152 240 -1 1
151 240 -1 1
150 240 -1 1
149 240 -1 1
148 240 -1 1
147 240 -1 1
146 240 -1 1
285 239 -1 0
284 239 -1 0
283 239 -1 0
282 239 -1 0
281 239 -1 0
280 239 -1 0
279 239 -1 0
278 239 -1 0
277 239 -1 0
276 239 -1 0
275 239 -1 0
154 239 -1 1
153 239 -1 1
152 239 -1 1
151 239 -1 1
150 239 -1 1
149 239 -1 1
148 239 -1 1
147 239 -1 1
146 239 -1 1
145 239 -1 1
286 238 -1 0
285 238 -1 0
284 238 -1 0
283 238 -1 0
282 238 -1 0
281 238 -1 0
280 238 -1 0
279 238 -1 0
278 238 -1 0
277 238 -1 0
276 238 -1 0
275 238 -1 0
274 238 -1 0
154 238 -1 1
153 238 -1 1
152 238 -1 1
151 238 -1 1
150 238 -1 1
149 238 -1 1
148 238 -1 1
147 238 -1 1
146 238 -1 1
145 238 -1 1
144 238 -1 1
143 238 -1 1
286 237 -1 0
285 237 -1 0
284 237 -1 0
283 237 -1 0
282 237 -1 0
281 237 -1 0
280 237 -1 0
279 237 -1 0
278 237 -1 0
277 237 -1 0
276 237 -1 0
275 237 -1 0
274 237 -1 0
273 237 -1 0
154 237 -1 1
153 237 -1 1
152 237 -1 1
151 237 -1 1
150 237 -1 1
149 237 -1 1
148 237 -1 1
147 237 -1 1
146 237 -1 1
145 237 -1 1
144 237 -1 1
143 237 -1 1
142 237 -1 1
285 236 -1 0
284 236 -1 0
283 236 -1 0
282 236 -1 0
281 236 -1 0
280 236 -1 0
279 236 -1 0
278 236 -1 0
277 236 -1 0
276 236 -1 0
275 236 -1 0
274 236 -1 0
273 236 -1 0
272 236 -1 0
155 236 -1 1
154 236 -1 1
153 236 -1 1
152 236 -1 1
151 236 -1 1
150 236 -1 1
149 236 -1 1
148 236 -1 1
147 236 -1 1
146 236 -1 1
145 236 -1 1
144 236 -1 1
143 236 -1 1
142 236 -1 1
141 236 -1 1
285 235 -1 0
284 235 -1 0
283 235 -1 0
282 235 -1 0
281 235 -1 0
280 235 -1 0
279 235 -1 0
278 235 -1 0
277 235 -1 0
276 235 -1 0
275 235 -1 0
274 235 -1 0
273 235 -1 0
272 235 -1 0
155 235 -1 1
154 235 -1 1
153 235 -1 1
152 235 -1 1
151 235 -1 1
150 235 -1 1
149 235 -1 1
148 235 -1 1
147 235 -1 1
146 235 -1 1
145 235 -1 1
144 235 -1 1
143 235 -1 1
142 235 -1 1
141 235 -1 1
140 235 -1 1
139 235 -1 1
138 235 -1 1
285 234 -1 0
284 234 -1 0
283 234 -1 0
282 234 -1 0
281 234 -1 0
280 234 -1 0
279 234 -1 0
278 234 -1 0
277 234 -1 0
276 234 -1 0
275 234 -1 0
274 234 -1 0
273 234 -1 0
272 234 -1 0
154 234 -1 1
153 234 -1 1
152 234 -1 1
151 234 -1 1
150 234 -1 1
149 234 -1 1
148 234 -1 1
147 234 -1 1
146 234 -1 1
145 234 -1 1
144 234 -1 1
143 234 -1 1
142 234 -1 1
141 234 -1 1
140 234 -1 1
139 234 -1 1
138 234 -1 1
137 234 -1 1
284 233 -1 0
283 233 -1 0
282 233 -1 0
281 233 -1 0
280 233 -1 0
279 233 -1 0
278 233 -1 0
277 233 -1 0
276 233 -1 0
275 233 -1 0
274 233 -1 0
273 233 -1 0
272 233 -1 0
271 233 -1 0
270 233 -1 0
269 233 -1 0
154 233 -1 1
153 233 -1 1
152 233 -1 1
151 233 -1 1
150 233 -1 1
149 233 -1 1
148 233 -1 1
147 233 -1 1
146 233 -1 1
145 233 -1 1
144 233 -1 1
143 233 -1 1
142 233 -1 1
141 233 -1 1
140 233 -1 1
139 233 -1 1
138 233 -1 1
137 233 -1 1
136 233 -1 1
283 232 -1 0
282 232 -1 0
281 232 -1 0
280 232 -1 0
279 232 -1 0
278 232 -1 0
277 232 -1 0
276 232 -1 0
275 232 -1 0
274 232 -1 0
273 232 -1 0
272 232 -1 0
271 232 -1 0
270 232 -1 0
269 232 -1 0
268 232 -1 0
154 232 -1 1
153 232 -1 1
152 232 -1 1
151 232 -1 1
150 232 -1 1
149 232 -1 1
148 232 -1 1
147 232 -1 1
146 232 -1 1
145 232 -1 1
144 232 -1 1
143 232 -1 1
142 232 -1 1
141 232 -1 1
140 232 -1 1
139 232 -1 1
138 232 -1 1
137 232 -1 1
136 232 -1 1
135 232 -1 1
134 232 -1 1
133 232 -1 1
131 232 -1 1
282 231 -1 0
281 231 -1 0
280 231 -1 0
279 231 -1 0
278 231 -1 0
277 231 -1 0
276 231 -1 0
275 231 -1 0
274 231 -1 0
273 231 -1 0
272 231 -1 0
271 231 -1 0
270 231 -1 0
269 231 -1 0
268 231 -1 0
153 231 -1 1
152 231 -1 1
151 231 -1 1
150 231 -1 1
149 231 -1 1
148 231 -1 1
147 231 -1 1
146 231 -1 1
145 231 -1 1
144 231 -1 1
143 231 -1 1
142 231 -1 1
141 231 -1 1
140 231 -1 1
139 231 -1 1
138 231 -1 1
137 231 -1 1
136 231 -1 1
135 231 -1 1
134 231 -1 1
133 231 -1 1
132 231 -1 1
131 231 -1 1
130 231 -1 1
129 231 -1 1
128 231 -1 1
126 231 -1 1
125 231 -1 1
123 231 -1 1
121 231 -1 1
120 231 -1 1
118 231 -1 1
116 231 -1 1
280 230 -1 0
279 230 -1 0
278 230 -1 0
277 230 -1 0
276 230 -1 0
275 230 -1 0
274 230 -1 0
273 230 -1 0
272 230 -1 0
271 230 -1 0
270 230 -1 0
269 230 -1 0
268 230 -1 0
267 230 -1 0
152 230 -1 1
151 230 -1 1
150 230 -1 1
149 230 -1 1
148 230 -1 1
147 230 -1 1
146 230 -1 1
145 230 -1 1
144 230 -1 1
143 230 -1 1
142 230 -1 1
141 230 -1 1
140 230 -1 1
139 230 -1 1
138 230 -1 1
137 230 -1 1
136 230 -1 1
135 230 -1 1
134 230 -1 1
133 230 -1 1
132 230 -1 1
131 230 -1 1
130 230 -1 1
129 230 -1 1
128 230 -1 1
127 230 -1 1
126 230 -1 1
125 230 -1 1
124 230 -1 1
123 230 -1 1
122 230 -1 1
121 230 -1 1
120 230 -1 1
119 230 -1 1
118 230 -1 1
117 230 -1 1
116 230 -1 1
115 230 -1 1
114 230 -1 1
113 230 -1 1
280 229 -1 0
279 229 -1 0
278 229 -1 0
277 229 -1 0
276 229 -1 0
275 229 -1 0
274 229 -1 0
273 229 -1 0
272 229 -1 0
271 229 -1 0
270 229 -1 0
269 229 -1 0
268 229 -1 0
267 229 -1 0
266 229 -1 0
149 229 -1 1
148 229 -1 1
147 229 -1 1
146 229 -1 1
145 229 -1 1
144 229 -1 1
143 229 -1 1
142 229 -1 1
141 229 -1 1
140 229 -1 1
139 229 -1 1
138 229 -1 1
137 229 -1 1
136 229 -1 1
135 229 -1 1
134 229 -1 1
133 229 -1 1
132 229 -1 1
131 229 -1 1
130 229 -1 1
129 229 -1 1
128 229 -1 1
127 229 -1 1
126 229 -1 1
125 229 -1 1
124 229 -1 1
123 229 -1 1
122 229 -1 1
121 229 -1 1
120 229 -1 1
119 229 -1 1
118 229 -1 1
117 229 -1 1
116 229 -1 1
115 229 -1 1
114 229 -1 1
113 229 -1 1
112 229 -1 1
279 228 -1 0
278 228 -1 0
277 228 -1 0
276 228 -1 0
275 228 -1 0
274 228 -1 0
273 228 -1 0
272 228 -1 0
271 228 -1 0
270 228 -1 0
269 228 -1 0
268 228 -1 0
267 228 -1 0
266 228 -1 0
265 228 -1 0
147 228 -1 1
146 228 -1 1
145 228 -1 1
144 228 -1 1
143 228 -1 1
142 228 -1 1
141 228 -1 1
140 228 -1 1
139 228 -1 1
138 228 -1 1
137 228 -1 1
136 228 -1 1
135 228 -1 1
134 228 -1 1
133 228 -1 1
132 228 -1 1
131 228 -1 1
130 228 -1 1
129 228 -1 1
128 228 -1 1
127 228 -1 1
126 228 -1 1
125 228 -1 1
124 228 -1 1
123 228 -1 1
122 228 -1 1
121 228 -1 1
120 228 -1 1
119 228 -1 1
118 228 -1 1
117 228 -1 1
116 228 -1 1
115 228 -1 1
114 228 -1 1
113 228 -1 1
112 228 -1 1
277 227 -1 0
276 227 -1 0
275 227 -1 0
274 227 -1 0
273 227 -1 0
272 227 -1 0
271 227 -1 0
270 227 -1 0
269 227 -1 0
268 227 -1 0
267 227 -1 0
266 227 -1 0
265 227 -1 0
146 227 -1 1
145 227 -1 1
144 227 -1 1
143 227 -1 1
142 227 -1 1
141 227 -1 1
140 227 -1 1
139 227 -1 1
138 227 -1 1
137 227 -1 1
136 227 -1 1
135 227 -1 1
134 227 -1 1
133 227 -1 1
132 227 -1 1
131 227 -1 1
130 227 -1 1
129 227 -1 1
128 227 -1 1
127 227 -1 1
126 227 -1 1
125 227 -1 1
124 227 -1 1
123 227 -1 1
122 227 -1 1
121 227 -1 1
120 227 -1 1
119 227 -1 1
118 227 -1 1
117 227 -1 1
116 227 -1 1
115 227 -1 1
114 227 -1 1
113 227 -1 1
112 227 -1 1
277 226 -1 0
276 226 -1 0
275 226 -1 0
274 226 -1 0
273 226 -1 0
272 226 -1 0
271 226 -1 0
270 226 -1 0
269 226 -1 0
268 226 -1 0
267 226 -1 0
266 226 -1 0
265 226 -1 0
264 226 -1 0
263 226 -1 0
144 226 -1 1
143 226 -1 1
142 226 -1 1
141 226 -1 1
140 226 -1 1
139 226 -1 1
138 226 -1 1
137 226 -1 1
136 226 -1 1
135 226 -1 1
134 226 -1 1
133 226 -1 1
132 226 -1 1
131 226 -1 1
130 226 -1 1
129 226 -1 1
128 226 -1 1
127 226 -1 1
126 226 -1 1
125 226 -1 1
124 226 -1 1
123 226 -1 1
122 226 -1 1
121 226 -1 1
120 226 -1 1
119 226 -1 1
118 226 -1 1
117 226 -1 1
116 226 -1 1
115 226 -1 1
114 226 -1 1
113 226 -1 1
112 226 -1 1
111 226 -1 1
276 225 -1 0
275 225 -1 0
274 225 -1 0
273 225 -1 0
272 225 -1 0
271 225 -1 0
270 225 -1 0
269 225 -1 0
268 225 -1 0
267 225 -1 0
266 225 -1 0
265 225 -1 0
264 225 -1 0
263 225 -1 0
262 225 -1 0
143 225 -1 1
142 225 -1 1
141 225 -1 1
140 225 -1 1
139 225 -1 1
138 225 -1 1
137 225 -1 1
136 225 -1 1
135 225 -1 1
134 225 -1 1
133 225 -1 1
132 225 -1 1
131 225 -1 1
130 225 -1 1
129 225 -1 1
128 225 -1 1
127 225 -1 1
126 225 -1 1
125 225 -1 1
124 225 -1 1
123 225 -1 1
122 225 -1 1
121 225 -1 1
120 225 -1 1
119 225 -1 1
118 225 -1 1
117 225 -1 1
116 225 -1 1
115 225 -1 1
114 225 -1 1
113 225 -1 1
112 225 -1 1
275 224 -1 0
274 224 -1 0
273 224 -1 0
272 224 -1 0
271 224 -1 0
270 224 -1 0
269 224 -1 0
268 224 -1 0
267 224 -1 0
266 224 -1 0
265 224 -1 0
264 224 -1 0
263 224 -1 0
262 224 -1 0
261 224 -1 0
141 224 -1 1
140 224 -1 1
139 224 -1 1
138 224 -1 1
137 224 -1 1
136 224 -1 1
135 224 -1 1
134 224 -1 1
133 224 -1 1
132 224 -1 1
131 224 -1 1
130 224 -1 1
129 224 -1 1
128 224 -1 1
127 224 -1 1
126 224 -1 1
125 224 -1 1
124 224 -1 1
123 224 -1 1
122 224 -1 1
121 224 -1 1
120 224 -1 1
119 224 -1 1
118 224 -1 1
117 224 -1 1
116 224 -1 1
115 224 -1 1
114 224 -1 1
113 224 -1 1
112 224 -1 1
274 223 -1 0
273 223 -1 0
272 223 -1 0
271 223 -1 0
270 223 -1 0
269 223 -1 0
268 223 -1 0
267 223 -1 0
266 223 -1 0
265 223 -1 0
264 223 -1 0
263 223 -1 0
262 223 -1 0
261 223 -1 0
260 223 -1 0
138 223 -1 1
137 223 -1 1
136 223 -1 1
135 223 -1 1
134 223 -1 1
133 223 -1 1
132 223 -1 1
131 223 -1 1
130 223 -1 1
129 223 -1 1
128 223 -1 1
127 223 -1 1
126 223 -1 1
125 223 -1 1
124 223 -1 1
123 223 -1 1
122 223 -1 1
121 223 -1 1
120 223 -1 1
119 223 -1 1
118 223 -1 1
117 223 -1 1
116 223 -1 1
115 223 -1 1
114 223 -1 1
113 223 -1 1
112 223 -1 1
273 222 -1 0
272 222 -1 0
271 222 -1 0
270 222 -1 0
269 222 -1 0
268 222 -1 0
267 222 -1 0
266 222 -1 0
265 222 -1 0
264 222 -1 0
263 222 -1 0
262 222 -1 0
261 222 -1 0
260 222 -1 0
135 222 -1 1
134 222 -1 1
133 222 -1 1
132 222 -1 1
131 222 -1 1
130 222 -1 1
129 222 -1 1
128 222 -1 1
127 222 -1 1
126 222 -1 1
125 222 -1 1
124 222 -1 1
123 222 -1 1
122 222 -1 1
121 222 -1 1
120 222 -1 1
119 222 -1 1
118 222 -1 1
117 222 -1 1
116 222 -1 1
115 222 -1 1
114 222 -1 1
113 222 -1 1
272 221 -1 0
271 221 -1 0
270 221 -1 0
269 221 -1 0
268 221 -1 0
267 221 -1 0
266 221 -1 0
265 221 -1 0
264 221 -1 0
263 221 -1 0
262 221 -1 0
261 221 -1 0
260 221 -1 0
259 221 -1 0
258 221 -1 0
130 221 -1 1
129 221 -1 1
128 221 -1 1
126 221 -1 1
125 221 -1 1
123 221 -1 1
121 221 -1 1
120 221 -1 1
118 221 -1 1
116 221 -1 1
270 220 -1 0
269 220 -1 0
268 220 -1 0
267 220 -1 0
266 220 -1 0
265 220 -1 0
264 220 -1 0
263 220 -1 0
262 220 -1 0
261 220 -1 0
260 220 -1 0
259 220 -1 0
258 220 -1 0
257 220 -1 0
270 219 -1 0
269 219 -1 0
268 219 -1 0
267 219 -1 0
266 219 -1 0
265 219 -1 0
264 219 -1 0
263 219 -1 0
262 219 -1 0
261 219 -1 0
260 219 -1 0
259 219 -1 0
258 219 -1 0
257 219 -1 0
269 218 -1 0
268 218 -1 0
267 218 -1 0
266 218 -1 0
265 218 -1 0
264 218 -1 0
263 218 -1 0
262 218 -1 0
261 218 -1 0
260 218 -1 0
259 218 -1 0
258 218 -1 0
257 218 -1 0
268 217 -1 0
267 217 -1 0
266 217 -1 0
265 217 -1 0
264 217 -1 0
263 217 -1 0
262 217 -1 0
261 217 -1 0
260 217 -1 0
259 217 -1 0
258 217 -1 0
257 217 -1 0
256 217 -1 0
255 217 -1 0
254 217 -1 0
267 216 -1 0
266 216 -1 0
265 216 -1 0
264 216 -1 0
263 216 -1 0
262 216 -1 0
261 216 -1 0
260 216 -1 0
259 216 -1 0
258 216 -1 0
257 216 -1 0
256 216 -1 0
255 216 -1 0
254 216 -1 0
253 216 -1 0
266 215 -1 0
265 215 -1 0
264 215 -1 0
263 215 -1 0
