1187 408 341
299 225 -1 0
302 224 -1 0
301 224 -1 0
300 224 -1 0
299 224 -1 0
298 224 -1 0
297 224 -1 0
296 224 -1 0
303 223 -1 0
302 223 -1 0
301 223 -1 0
300 223 -1 0
299 223 -1 0
298 223 -1 0
297 223 -1 0
296 223 -1 0
295 223 -1 0
303 222 -1 0
302 222 -1 0
301 222 -1 0
300 222 -1 0
299 222 -1 0
298 222 -1 0
297 222 -1 0
296 222 -1 0
295 222 -1 0
303 221 -1 0
302 221 -1 0
301 221 -1 0
300 221 -1 0
299 221 -1 0
298 221 -1 0
297 221 -1 0
296 221 -1 0
295 221 -1 0
304 220 -1 0
303 220 -1 0
302 220 -1 0
301 220 -1 0
300 220 -1 0
299 220 -1 0
298 220 -1 0
297 220 -1 0
296 220 -1 0
295 220 -1 0
294 220 -1 0
304 219 -1 0
303 219 -1 0
302 219 -1 0
301 219 -1 0
300 219 -1 0
299 219 -1 0
298 219 -1 0
297 219 -1 0
296 219 -1 0
295 219 -1 0
294 219 -1 0
304 218 -1 0
303 218 -1 0
302 218 -1 0
301 218 -1 0
300 218 -1 0
299 218 -1 0
298 218 -1 0
297 218 -1 0
296 218 -1 0
295 218 -1 0
294 218 -1 0
191 218 -1 1
190 218 -1 1
189 218 -1 1
304 217 -1 0
303 217 -1 0
302 217 -1 0
301 217 -1 0
300 217 -1 0
299 217 -1 0
298 217 -1 0
297 217 -1 0
296 217 -1 0
295 217 -1 0
294 217 -1 0
194 217 -1 1
193 217 -1 1
192 217 -1 1
191 217 -1 1
190 217 -1 1
189 217 -1 1
188 217 -1 1
187 217 -1 1
186 217 -1 1
303 216 -1 0
302 216 -1 0
301 216 -1 0
300 216 -1 0
299 216 -1 0
298 216 -1 0
297 216 -1 0
296 216 -1 0
295 216 -1 0
195 216 -1 1
194 216 -1 1
193 216 -1 1
192 216 -1 1
191 216 -1 1
190 216 -1 1
189 216 -1 1
188 216 -1 1
187 216 -1 1
186 216 -1 1
185 216 -1 1
304 215 -1 0
303 215 -1 0
302 215 -1 0
301 215 -1 0
300 215 -1 0
299 215 -1 0
298 215 -1 0
297 215 -1 0
296 215 -1 0
295 215 -1 0
294 215 -1 0
195 215 -1 1
194 215 -1 1
193 215 -1 1
192 215 -1 1
191 215 -1 1
190 215 -1 1
189 215 -1 1
188 215 -1 1
187 215 -1 1
186 215 -1 1
185 215 -1 1
184 215 -1 1
183 215 -1 1
303 214 -1 0
302 214 -1 0
301 214 -1 0
300 214 -1 0
299 214 -1 0
298 214 -1 0
297 214 -1 0
296 214 -1 0
295 214 -1 0
195 214 -1 1
194 214 -1 1
193 214 -1 1
192 214 -1 1
191 214 -1 1
190 214 -1 1
189 214 -1 1
188 214 -1 1
187 214 -1 1
186 214 -1 1
185 214 -1 1
184 214 -1 1
183 214 -1 1
182 214 -1 1
304 213 -1 0
303 213 -1 0
302 213 -1 0
301 213 -1 0
300 213 -1 0
299 213 -1 0
298 213 -1 0
297 213 -1 0
296 213 -1 0
295 213 -1 0
294 213 -1 0
196 213 -1 1
195 213 -1 1
194 213 -1 1
193 213 -1 1
192 213 -1 1
191 213 -1 1
190 213 -1 1
189 213 -1 1
188 213 -1 1
187 213 -1 1
186 213 -1 1
185 213 -1 1
184 213 -1 1
183 213 -1 1
182 213 -1 1
304 212 -1 0
303 212 -1 0
302 212 -1 0
301 212 -1 0
300 212 -1 0
299 212 -1 0
298 212 -1 0
297 212 -1 0
296 212 -1 0
295 212 -1 0
294 212 -1 0
195 212 -1 1
194 212 -1 1
193 212 -1 1
192 212 -1 1
191 212 -1 1
190 212 -1 1
189 212 -1 1
188 212 -1 1
187 212 -1 1
186 212 -1 1
185 212 -1 1
184 212 -1 1
183 212 -1 1
182 212 -1 1
181 212 -1 1
303 211 -1 0
302 211 -1 0
301 211 -1 0
300 211 -1 0
299 211 -1 0
298 211 -1 0
297 211 -1 0
296 211 -1 0
295 211 -1 0
