1310 408 341
147 187 -1 0
146 187 -1 0
145 187 -1 0
143 187 -1 0
142 187 -1 0
150 186 -1 0
149 186 -1 0
148 186 -1 0
147 186 -1 0
146 186 -1 0
145 186 -1 0
144 186 -1 0
143 186 -1 0
142 186 -1 0
141 186 -1 0
140 186 -1 0
139 186 -1 0
138 186 -1 0
151 185 -1 0
150 185 -1 0
149 185 -1 0
148 185 -1 0
147 185 -1 0
146 185 -1 0
145 185 -1 0
144 185 -1 0
143 185 -1 0
142 185 -1 0
141 185 -1 0
140 185 -1 0
139 185 -1 0
138 185 -1 0
137 185 -1 0
136 185 -1 0
135 185 -1 0
151 184 -1 0
150 184 -1 0
149 184 -1 0
148 184 -1 0
147 184 -1 0
146 184 -1 0
145 184 -1 0
144 184 -1 0
143 184 -1 0
142 184 -1 0
141 184 -1 0
140 184 -1 0
139 184 -1 0
138 184 -1 0
137 184 -1 0
136 184 -1 0
135 184 -1 0
134 184 -1 0
151 183 -1 0
150 183 -1 0
149 183 -1 0
148 183 -1 0
147 183 -1 0
146 183 -1 0
145 183 -1 0
144 183 -1 0
143 183 -1 0
142 183 -1 0
141 183 -1 0
140 183 -1 0
139 183 -1 0
138 183 -1 0
137 183 -1 0
136 183 -1 0
135 183 -1 0
134 183 -1 0
133 183 -1 0
152 182 -1 0
151 182 -1 0
150 182 -1 0
149 182 -1 0
148 182 -1 0
147 182 -1 0
146 182 -1 0
145 182 -1 0
144 182 -1 0
143 182 -1 0
142 182 -1 0
141 182 -1 0
140 182 -1 0
139 182 -1 0
138 182 -1 0
137 182 -1 0
136 182 -1 0
135 182 -1 0
134 182 -1 0
133 182 -1 0
132 182 -1 0
131 182 -1 0
130 182 -1 0
151 181 -1 0
150 181 -1 0
149 181 -1 0
148 181 -1 0
147 181 -1 0
146 181 -1 0
145 181 -1 0
144 181 -1 0
143 181 -1 0
142 181 -1 0
141 181 -1 0
140 181 -1 0
139 181 -1 0
138 181 -1 0
137 181 -1 0
136 181 -1 0
135 181 -1 0
134 181 -1 0
133 181 -1 0
132 181 -1 0
131 181 -1 0
130 181 -1 0
129 181 -1 0
128 181 -1 0
127 181 -1 0
151 180 -1 0
150 180 -1 0
149 180 -1 0
148 180 -1 0
147 180 -1 0
146 180 -1 0
145 180 -1 0
144 180 -1 0
143 180 -1 0
142 180 -1 0
141 180 -1 0
140 180 -1 0
139 180 -1 0
138 180 -1 0
137 180 -1 0
136 180 -1 0
135 180 -1 0
134 180 -1 0
133 180 -1 0
132 180 -1 0
131 180 -1 0
130 180 -1 0
129 180 -1 0
128 180 -1 0
127 180 -1 0
126 180 -1 0
151 179 -1 0
150 179 -1 0
149 179 -1 0
148 179 -1 0
147 179 -1 0
146 179 -1 0
145 179 -1 0
144 179 -1 0
143 179 -1 0
142 179 -1 0
141 179 -1 0
140 179 -1 0
139 179 -1 0
138 179 -1 0
137 179 -1 0
136 179 -1 0
135 179 -1 0
134 179 -1 0
133 179 -1 0
132 179 -1 0
131 179 -1 0
130 179 -1 0
129 179 -1 0
128 179 -1 0
127 179 -1 0
126 179 -1 0
150 178 -1 0
149 178 -1 0
148 178 -1 0
147 178 -1 0
146 178 -1 0
145 178 -1 0
144 178 -1 0
143 178 -1 0
142 178 -1 0
141 178 -1 0
140 178 -1 0
139 178 -1 0
138 178 -1 0
137 178 -1 0
136 178 -1 0
135 178 -1 0
134 178 -1 0
133 178 -1 0
132 178 -1 0
131 178 -1 0
130 178 -1 0
129 178 -1 0
128 178 -1 0
127 178 -1 0
126 178 -1 0
125 178 -1 0
124 178 -1 0
123 178 -1 0
122 178 -1 0
147 177 -1 0
146 177 -1 0
145 177 -1 0
143 177 -1 0
142 177 -1 0
141 177 -1 0
140 177 -1 0
139 177 -1 0
138 177 -1 0
137 177 -1 0
136 177 -1 0
135 177 -1 0
134 177 -1 0
133 177 -1 0
132 177 -1 0
131 177 -1 0
130 177 -1 0
129 177 -1 0
128 177 -1 0
127 177 -1 0
126 177 -1 0
125 177 -1 0
124 177 -1 0
123 177 -1 0
122 177 -1 0
121 177 -1 0
120 177 -1 0
119 177 -1 0
142 176 -1 0
141 176 -1 0
140 176 -1 0
139 176 -1 0
138 176 -1 0
137 176 -1 0
136 176 -1 0
135 176 -1 0
134 176 -1 0
133 176 -1 0
132 176 -1 0
131 176 -1 0
130 176 -1 0
129 176 -1 0
128 176 -1 0
127 176 -1 0
126 176 -1 0
125 176 -1 0
124 176 -1 0
123 176 -1 0
122 176 -1 0
121 176 -1 0
120 176 -1 0
119 176 -1 0
118 176 -1 0
117 176 -1 0
141 175 -1 0
140 175 -1 0
139 175 -1 0
138 175 -1 0
137 175 -1 0
136 175 -1 0
135 175 -1 0
134 175 -1 0
133 175 -1 0
132 175 -1 0
131 175 -1 0
130 175 -1 0
129 175 -1 0
128 175 -1 0
127 175 -1 0
126 175 -1 0
125 175 -1 0
124 175 -1 0
123 175 -1 0
122 175 -1 0
121 175 -1 0
120 175 -1 0
119 175 -1 0
118 175 -1 0
117 175 -1 0
116 175 -1 0
115 175 -1 0
114 175 -1 0
138 174 -1 0
137 174 -1 0
136 174 -1 0
135 174 -1 0
134 174 -1 0
133 174 -1 0
132 174 -1 0
131 174 -1 0
130 174 -1 0
129 174 -1 0
128 174 -1 0
127 174 -1 0
126 174 -1 0
125 174 -1 0
124 174 -1 0
123 174 -1 0
122 174 -1 0
121 174 -1 0
120 174 -1 0
119 174 -1 0
118 174 -1 0
117 174 -1 0
116 174 -1 0
115 174 -1 0
114 174 -1 0
113 174 -1 0
135 173 -1 0
134 173 -1 0
133 173 -1 0
132 173 -1 0
131 173 -1 0
130 173 -1 0
129 173 -1 0
128 173 -1 0
127 173 -1 0
126 173 -1 0
125 173 -1 0
124 173 -1 0
123 173 -1 0
122 173 -1 0
121 173 -1 0
120 173 -1 0
119 173 -1 0
118 173 -1 0
117 173 -1 0
116 173 -1 0
115 173 -1 0
114 173 -1 0
113 173 -1 0
112 173 -1 0
132 172 -1 0
131 172 -1 0
130 172 -1 0
129 172 -1 0
128 172 -1 0
127 172 -1 0
126 172 -1 0
125 172 -1 0
124 172 -1 0
123 172 -1 0
122 172 -1 0
121 172 -1 0
120 172 -1 0
119 172 -1 0
118 172 -1 0
117 172 -1 0
116 172 -1 0
115 172 -1 0
114 172 -1 0
113 172 -1 0
112 172 -1 0
111 172 -1 0
110 172 -1 0
130 171 -1 0
129 171 -1 0
128 171 -1 0
127 171 -1 0
126 171 -1 0
125 171 -1 0
124 171 -1 0
123 171 -1 0
122 171 -1 0
121 171 -1 0
120 171 -1 0
119 171 -1 0
118 171 -1 0
117 171 -1 0
116 171 -1 0
115 171 -1 0
114 171 -1 0
113 171 -1 0
112 171 -1 0
111 171 -1 0
110 171 -1 0
109 171 -1 0
129 170 -1 0
128 170 -1 0
127 170 -1 0
126 170 -1 0
125 170 -1 0
124 170 -1 0
123 170 -1 0
122 170 -1 0
