960 408 341
122 209 -1 0
125 208 -1 0
124 208 -1 0
123 208 -1 0
122 208 -1 0
121 208 -1 0
120 208 -1 0
119 208 -1 0
126 207 -1 0
125 207 -1 0
124 207 -1 0
123 207 -1 0
122 207 -1 0
121 207 -1 0
120 207 -1 0
119 207 -1 0
118 207 -1 0
126 206 -1 0
125 206 -1 0
124 206 -1 0
123 206 -1 0
122 206 -1 0
121 206 -1 0
120 206 -1 0
119 206 -1 0
118 206 -1 0
126 205 -1 0
125 205 -1 0
124 205 -1 0
123 205 -1 0
122 205 -1 0
121 205 -1 0
120 205 -1 0
119 205 -1 0
118 205 -1 0
127 204 -1 0
126 204 -1 0
125 204 -1 0
124 204 -1 0
123 204 -1 0
122 204 -1 0
121 204 -1 0
120 204 -1 0
119 204 -1 0
118 204 -1 0
117 204 -1 0
127 203 -1 0
126 203 -1 0
125 203 -1 0
124 203 -1 0
123 203 -1 0
122 203 -1 0
121 203 -1 0
120 203 -1 0
119 203 -1 0
118 203 -1 0
117 203 -1 0
127 202 -1 0
126 202 -1 0
125 202 -1 0
124 202 -1 0
123 202 -1 0
122 202 -1 0
121 202 -1 0
120 202 -1 0
119 202 -1 0
118 202 -1 0
117 202 -1 0
127 201 -1 0
126 201 -1 0
125 201 -1 0
124 201 -1 0
123 201 -1 0
122 201 -1 0
121 201 -1 0
120 201 -1 0
119 201 -1 0
118 201 -1 0
117 201 -1 0
126 200 -1 0
125 200 -1 0
124 200 -1 0
123 200 -1 0
122 200 -1 0
121 200 -1 0
120 200 -1 0
119 200 -1 0
118 200 -1 0
127 199 -1 0
126 199 -1 0
125 199 -1 0
124 199 -1 0
123 199 -1 0
122 199 -1 0
121 199 -1 0
120 199 -1 0
119 199 -1 0
118 199 -1 0
117 199 -1 0
127 198 -1 0
126 198 -1 0
125 198 -1 0
124 198 -1 0
123 198 -1 0
122 198 -1 0
121 198 -1 0
120 198 -1 0
119 198 -1 0
118 198 -1 0
117 198 -1 0
126 197 -1 0
125 197 -1 0
124 197 -1 0
123 197 -1 0
122 197 -1 0
121 197 -1 0
120 197 -1 0
119 197 -1 0
