920 408 341
321 190 -1 1
319 190 -1 1
324 189 -1 1
323 189 -1 1
322 189 -1 1
321 189 -1 1
320 189 -1 1
319 189 -1 1
318 189 -1 1
317 189 -1 1
316 189 -1 1
326 188 -1 1
325 188 -1 1
324 188 -1 1
323 188 -1 1
322 188 -1 1
321 188 -1 1
320 188 -1 1
319 188 -1 1
318 188 -1 1
317 188 -1 1
316 188 -1 1
315 188 -1 1
329 187 -1 1
328 187 -1 1
327 187 -1 1
326 187 -1 1
325 187 -1 1
324 187 -1 1
323 187 -1 1
322 187 -1 1
321 187 -1 1
320 187 -1 1
319 187 -1 1
318 187 -1 1
317 187 -1 1
316 187 -1 1
315 187 -1 1
332 186 -1 1
331 186 -1 1
330 186 -1 1
329 186 -1 1
328 186 -1 1
327 186 -1 1
326 186 -1 1
325 186 -1 1
324 186 -1 1
323 186 -1 1
322 186 -1 1
321 186 -1 1
320 186 -1 1
319 186 -1 1
318 186 -1 1
317 186 -1 1
316 186 -1 1
315 186 -1 1
334 185 -1 1
333 185 -1 1
332 185 -1 1
331 185 -1 1
330 185 -1 1
329 185 -1 1
328 185 -1 1
327 185 -1 1
326 185 -1 1
325 185 -1 1
324 185 -1 1
323 185 -1 1
322 185 -1 1
321 185 -1 1
320 185 -1 1
319 185 -1 1
318 185 -1 1
317 185 -1 1
316 185 -1 1
315 185 -1 1
314 185 -1 1
336 184 -1 1
335 184 -1 1
334 184 -1 1
333 184 -1 1
332 184 -1 1
331 184 -1 1
330 184 -1 1
329 184 -1 1
328 184 -1 1
327 184 -1 1
326 184 -1 1
325 184 -1 1
324 184 -1 1
323 184 -1 1
322 184 -1 1
321 184 -1 1
320 184 -1 1
319 184 -1 1
318 184 -1 1
317 184 -1 1
316 184 -1 1
315 184 -1 1
337 183 -1 1
336 183 -1 1
335 183 -1 1
334 183 -1 1
333 183 -1 1
332 183 -1 1
331 183 -1 1
330 183 -1 1
329 183 -1 1
328 183 -1 1
327 183 -1 1
326 183 -1 1
325 183 -1 1
324 183 -1 1
323 183 -1 1
322 183 -1 1
321 183 -1 1
320 183 -1 1
319 183 -1 1
318 183 -1 1
317 183 -1 1
316 183 -1 1
315 183 -1 1
338 182 -1 1
337 182 -1 1
336 182 -1 1
335 182 -1 1
334 182 -1 1
333 182 -1 1
332 182 -1 1
331 182 -1 1
330 182 -1 1
329 182 -1 1
328 182 -1 1
327 182 -1 1
326 182 -1 1
325 182 -1 1
324 182 -1 1
323 182 -1 1
322 182 -1 1
321 182 -1 1
320 182 -1 1
319 182 -1 1
318 182 -1 1
317 182 -1 1
316 182 -1 1
315 182 -1 1
342 181 -1 1
341 181 -1 1
340 181 -1 1
339 181 -1 1
338 181 -1 1
337 181 -1 1
336 181 -1 1
335 181 -1 1
334 181 -1 1
333 181 -1 1
332 181 -1 1
331 181 -1 1
330 181 -1 1
329 181 -1 1
328 181 -1 1
327 181 -1 1
326 181 -1 1
325 181 -1 1
324 181 -1 1
323 181 -1 1
322 181 -1 1
321 181 -1 1
320 181 -1 1
319 181 -1 1
318 181 -1 1
317 181 -1 1
316 181 -1 1
345 180 -1 1
344 180 -1 1
343 180 -1 1
342 180 -1 1
341 180 -1 1
340 180 -1 1
339 180 -1 1
338 180 -1 1
337 180 -1 1
336 180 -1 1
335 180 -1 1
334 180 -1 1
333 180 -1 1
332 180 -1 1
331 180 -1 1
330 180 -1 1
329 180 -1 1
328 180 -1 1
327 180 -1 1
326 180 -1 1
325 180 -1 1
324 180 -1 1
323 180 -1 1
322 180 -1 1
321 180 -1 1
320 180 -1 1
319 180 -1 1
318 180 -1 1
346 179 -1 1
345 179 -1 1
344 179 -1 1
343 179 -1 1
342 179 -1 1
341 179 -1 1
340 179 -1 1
339 179 -1 1
338 179 -1 1
337 179 -1 1
336 179 -1 1
335 179 -1 1
334 179 -1 1
333 179 -1 1
332 179 -1 1
331 179 -1 1
330 179 -1 1
329 179 -1 1
328 179 -1 1
327 179 -1 1
326 179 -1 1
325 179 -1 1
324 179 -1 1
323 179 -1 1
322 179 -1 1
321 179 -1 1
320 179 -1 1
319 179 -1 1
346 178 -1 1
345 178 -1 1
344 178 -1 1
343 178 -1 1
342 178 -1 1
341 178 -1 1
340 178 -1 1
339 178 -1 1
338 178 -1 1
337 178 -1 1
336 178 -1 1
335 178 -1 1
334 178 -1 1
333 178 -1 1
332 178 -1 1
331 178 -1 1
330 178 -1 1
329 178 -1 1
328 178 -1 1
327 178 -1 1
326 178 -1 1
325 178 -1 1
324 178 -1 1
323 178 -1 1
322 178 -1 1
346 177 -1 1
345 177 -1 1
344 177 -1 1
343 177 -1 1
342 177 -1 1
341 177 -1 1
340 177 -1 1
339 177 -1 1
338 177 -1 1
337 177 -1 1
336 177 -1 1
335 177 -1 1
334 177 -1 1
333 177 -1 1
332 177 -1 1
331 177 -1 1
330 177 -1 1
329 177 -1 1
328 177 -1 1
327 177 -1 1
326 177 -1 1
347 176 -1 1
346 176 -1 1
345 176 -1 1
344 176 -1 1
343 176 -1 1
342 176 -1 1
341 176 -1 1
340 176 -1 1
339 176 -1 1
338 176 -1 1
337 176 -1 1
336 176 -1 1
335 176 -1 1
334 176 -1 1
333 176 -1 1
332 176 -1 1
331 176 -1 1
330 176 -1 1
329 176 -1 1
346 175 -1 1
345 175 -1 1
344 175 -1 1
343 175 -1 1
342 175 -1 1
341 175 -1 1
340 175 -1 1
339 175 -1 1
338 175 -1 1
337 175 -1 1
336 175 -1 1
335 175 -1 1
334 175 -1 1
333 175 -1 1
332 175 -1 1
331 175 -1 1
330 175 -1 1
346 174 -1 1
345 174 -1 1
344 174 -1 1
343 174 -1 1
342 174 -1 1
341 174 -1 1
340 174 -1 1
339 174 -1 1
338 174 -1 1
337 174 -1 1
336 174 -1 1
335 174 -1 1
334 174 -1 1
333 174 -1 1
332 174 -1 1
331 174 -1 1
346 173 -1 1
345 173 -1 1
344 173 -1 1
343 173 -1 1
342 173 -1 1
341 173 -1 1
340 173 -1 1
339 173 -1 1
338 173 -1 1
337 173 -1 1
336 173 -1 1
335 173 -1 1
334 173 -1 1
345 172 -1 1
344 172 -1 1
343 172 -1 1
342 172 -1 1
341 172 -1 1
340 172 -1 1
339 172 -1 1
338 172 -1 1
337 172 -1 1
336 172 -1 1
342 171 -1 1
340 171 -1 1
339 171 -1 1
270 156 -1 0
273 155 -1 0
272 155 -1 0
271 155 -1 0
270 155 -1 0
269 155 -1 0
268 155 -1 0
267 155 -1 0
274 154 -1 0
273 154 -1 0
272 154 -1 0
271 154 -1 0
270 154 -1 0
269 154 -1 0
268 154 -1 0
267 154 -1 0
266 154 -1 0
276 153 -1 0
275 153 -1 0
