1008 408 341
235 166 -1 1
234 166 -1 1
232 166 -1 1
231 166 -1 1
230 166 -1 1
229 166 -1 1
227 166 -1 1
238 165 -1 1
237 165 -1 1
236 165 -1 1
235 165 -1 1
234 165 -1 1
233 165 -1 1
232 165 -1 1
231 165 -1 1
230 165 -1 1
229 165 -1 1
228 165 -1 1
227 165 -1 1
226 165 -1 1
225 165 -1 1
224 165 -1 1
222 165 -1 1
221 165 -1 1
220 165 -1 1
219 165 -1 1
217 165 -1 1
216 165 -1 1
215 165 -1 1
214 165 -1 1
212 165 -1 1
211 165 -1 1
210 165 -1 1
239 164 -1 1
238 164 -1 1
237 164 -1 1
236 164 -1 1
235 164 -1 1
234 164 -1 1
233 164 -1 1
232 164 -1 1
231 164 -1 1
230 164 -1 1
229 164 -1 1
228 164 -1 1
227 164 -1 1
226 164 -1 1
225 164 -1 1
224 164 -1 1
223 164 -1 1
222 164 -1 1
221 164 -1 1
220 164 -1 1
219 164 -1 1
218 164 -1 1
217 164 -1 1
216 164 -1 1
215 164 -1 1
214 164 -1 1
213 164 -1 1
212 164 -1 1
211 164 -1 1
210 164 -1 1
209 164 -1 1
208 164 -1 1
207 164 -1 1
239 163 -1 1
238 163 -1 1
237 163 -1 1
236 163 -1 1
235 163 -1 1
234 163 -1 1
233 163 -1 1
232 163 -1 1
231 163 -1 1
230 163 -1 1
229 163 -1 1
228 163 -1 1
227 163 -1 1
226 163 -1 1
225 163 -1 1
224 163 -1 1
223 163 -1 1
222 163 -1 1
221 163 -1 1
220 163 -1 1
219 163 -1 1
218 163 -1 1
217 163 -1 1
216 163 -1 1
215 163 -1 1
214 163 -1 1
213 163 -1 1
212 163 -1 1
211 163 -1 1
210 163 -1 1
209 163 -1 1
208 163 -1 1
207 163 -1 1
206 163 -1 1
239 162 -1 1
238 162 -1 1
237 162 -1 1
236 162 -1 1
235 162 -1 1
234 162 -1 1
233 162 -1 1
232 162 -1 1
231 162 -1 1
230 162 -1 1
229 162 -1 1
228 162 -1 1
227 162 -1 1
226 162 -1 1
225 162 -1 1
224 162 -1 1
223 162 -1 1
222 162 -1 1
221 162 -1 1
220 162 -1 1
219 162 -1 1
218 162 -1 1
217 162 -1 1
216 162 -1 1
215 162 -1 1
214 162 -1 1
213 162 -1 1
212 162 -1 1
211 162 -1 1
210 162 -1 1
209 162 -1 1
208 162 -1 1
207 162 -1 1
206 162 -1 1
240 161 -1 1
239 161 -1 1
238 161 -1 1
237 161 -1 1
236 161 -1 1
235 161 -1 1
234 161 -1 1
233 161 -1 1
232 161 -1 1
231 161 -1 1
230 161 -1 1
229 161 -1 1
228 161 -1 1
227 161 -1 1
226 161 -1 1
225 161 -1 1
224 161 -1 1
223 161 -1 1
222 161 -1 1
221 161 -1 1
220 161 -1 1
219 161 -1 1
218 161 -1 1
217 161 -1 1
216 161 -1 1
215 161 -1 1
214 161 -1 1
213 161 -1 1
