1567 408 341
284 255 -1 0
287 254 -1 0
286 254 -1 0
285 254 -1 0
284 254 -1 0
283 254 -1 0
282 254 -1 0
281 254 -1 0
288 253 -1 0
287 253 -1 0
286 253 -1 0
285 253 -1 0
284 253 -1 0
283 253 -1 0
282 253 -1 0
281 253 -1 0
280 253 -1 0
288 252 -1 0
287 252 -1 0
286 252 -1 0
285 252 -1 0
284 252 -1 0
283 252 -1 0
282 252 -1 0
281 252 -1 0
280 252 -1 0
288 251 -1 0
287 251 -1 0
286 251 -1 0
285 251 -1 0
284 251 -1 0
283 251 -1 0
282 251 -1 0
281 251 -1 0
280 251 -1 0
289 250 -1 0
288 250 -1 0
287 250 -1 0
286 250 -1 0
285 250 -1 0
284 250 -1 0
283 250 -1 0
282 250 -1 0
281 250 -1 0
280 250 -1 0
279 250 -1 0
290 249 -1 0
289 249 -1 0
288 249 -1 0
287 249 -1 0
286 249 -1 0
285 249 -1 0
284 249 -1 0
283 249 -1 0
282 249 -1 0
281 249 -1 0
280 249 -1 0
279 249 -1 0
291 248 -1 0
290 248 -1 0
289 248 -1 0
288 248 -1 0
287 248 -1 0
286 248 -1 0
285 248 -1 0
284 248 -1 0
283 248 -1 0
282 248 -1 0
281 248 -1 0
280 248 -1 0
279 248 -1 0
292 247 -1 0
291 247 -1 0
290 247 -1 0
289 247 -1 0
288 247 -1 0
287 247 -1 0
286 247 -1 0
285 247 -1 0
284 247 -1 0
283 247 -1 0
282 247 -1 0
281 247 -1 0
280 247 -1 0
279 247 -1 0
292 246 -1 0
291 246 -1 0
290 246 -1 0
289 246 -1 0
288 246 -1 0
287 246 -1 0
286 246 -1 0
285 246 -1 0
284 246 -1 0
283 246 -1 0
282 246 -1 0
281 246 -1 0
280 246 -1 0
292 245 -1 0
291 245 -1 0
290 245 -1 0
289 245 -1 0
288 245 -1 0
287 245 -1 0
286 245 -1 0
285 245 -1 0
284 245 -1 0
283 245 -1 0
282 245 -1 0
281 245 -1 0
280 245 -1 0
279 245 -1 0
293 244 -1 0
292 244 -1 0
291 244 -1 0
290 244 -1 0
289 244 -1 0
288 244 -1 0
287 244 -1 0
286 244 -1 0
285 244 -1 0
284 244 -1 0
