1288 408 341
225 175 -1 1
228 174 -1 1
227 174 -1 1
226 174 -1 1
225 174 -1 1
224 174 -1 1
223 174 -1 1
222 174 -1 1
229 173 -1 1
228 173 -1 1
227 173 -1 1
226 173 -1 1
225 173 -1 1
224 173 -1 1
223 173 -1 1
222 173 -1 1
221 173 -1 1
229 172 -1 1
228 172 -1 1
227 172 -1 1
226 172 -1 1
225 172 -1 1
224 172 -1 1
223 172 -1 1
222 172 -1 1
221 172 -1 1
229 171 -1 1
228 171 -1 1
227 171 -1 1
226 171 -1 1
225 171 -1 1
224 171 -1 1
223 171 -1 1
222 171 -1 1
221 171 -1 1
220 171 -1 1
230 170 -1 1
229 170 -1 1
228 170 -1 1
227 170 -1 1
226 170 -1 1
225 170 -1 1
224 170 -1 1
223 170 -1 1
222 170 -1 1
221 170 -1 1
220 170 -1 1
219 170 -1 1
218 170 -1 1
229 169 -1 1
228 169 -1 1
227 169 -1 1
226 169 -1 1
225 169 -1 1
224 169 -1 1
223 169 -1 1
222 169 -1 1
221 169 -1 1
220 169 -1 1
219 169 -1 1
218 169 -1 1
217 169 -1 1
229 168 -1 1
228 168 -1 1
227 168 -1 1
226 168 -1 1
225 168 -1 1
224 168 -1 1
223 168 -1 1
222 168 -1 1
221 168 -1 1
220 168 -1 1
219 168 -1 1
218 168 -1 1
217 168 -1 1
202 168 -1 1
200 168 -1 1
198 168 -1 1
197 168 -1 1
229 167 -1 1
228 167 -1 1
227 167 -1 1
226 167 -1 1
225 167 -1 1
224 167 -1 1
223 167 -1 1
222 167 -1 1
221 167 -1 1
220 167 -1 1
219 167 -1 1
218 167 -1 1
217 167 -1 1
216 167 -1 1
215 167 -1 1
214 167 -1 1
212 167 -1 1
211 167 -1 1
210 167 -1 1
209 167 -1 1
207 167 -1 1
206 167 -1 1
205 167 -1 1
204 167 -1 1
203 167 -1 1
202 167 -1 1
201 167 -1 1
200 167 -1 1
199 167 -1 1
198 167 -1 1
197 167 -1 1
196 167 -1 1
195 167 -1 1
194 167 -1 1
228 166 -1 1
227 166 -1 1
226 166 -1 1
225 166 -1 1
224 166 -1 1
223 166 -1 1
222 166 -1 1
221 166 -1 1
220 166 -1 1
219 166 -1 1
218 166 -1 1
217 166 -1 1
216 166 -1 1
215 166 -1 1
214 166 -1 1
213 166 -1 1
212 166 -1 1
211 166 -1 1
210 166 -1 1
209 166 -1 1
208 166 -1 1
207 166 -1 1
206 166 -1 1
205 166 -1 1
