906 408 341
226 191 -1 1
229 190 -1 1
228 190 -1 1
227 190 -1 1
226 190 -1 1
225 190 -1 1
224 190 -1 1
223 190 -1 1
230 189 -1 1
229 189 -1 1
228 189 -1 1
227 189 -1 1
226 189 -1 1
225 189 -1 1
224 189 -1 1
223 189 -1 1
222 189 -1 1
230 188 -1 1
229 188 -1 1
228 188 -1 1
227 188 -1 1
226 188 -1 1
225 188 -1 1
224 188 -1 1
223 188 -1 1
222 188 -1 1
230 187 -1 1
229 187 -1 1
228 187 -1 1
227 187 -1 1
226 187 -1 1
225 187 -1 1
224 187 -1 1
223 187 -1 1
222 187 -1 1
231 186 -1 1
230 186 -1 1
229 186 -1 1
228 186 -1 1
227 186 -1 1
226 186 -1 1
225 186 -1 1
224 186 -1 1
223 186 -1 1
222 186 -1 1
221 186 -1 1
231 185 -1 1
230 185 -1 1
229 185 -1 1
228 185 -1 1
227 185 -1 1
226 185 -1 1
225 185 -1 1
224 185 -1 1
223 185 -1 1
222 185 -1 1
221 185 -1 1
230 184 -1 1
229 184 -1 1
228 184 -1 1
227 184 -1 1
226 184 -1 1
225 184 -1 1
224 184 -1 1
223 184 -1 1
222 184 -1 1
231 183 -1 1
230 183 -1 1
229 183 -1 1
228 183 -1 1
227 183 -1 1
226 183 -1 1
225 183 -1 1
224 183 -1 1
223 183 -1 1
222 183 -1 1
221 183 -1 1
231 182 -1 1
230 182 -1 1
229 182 -1 1
228 182 -1 1
227 182 -1 1
226 182 -1 1
225 182 -1 1
224 182 -1 1
223 182 -1 1
222 182 -1 1
221 182 -1 1
230 181 -1 1
229 181 -1 1
228 181 -1 1
227 181 -1 1
226 181 -1 1
225 181 -1 1
224 181 -1 1
223 181 -1 1
222 181 -1 1
231 180 -1 1
230 180 -1 1
229 180 -1 1
228 180 -1 1
227 180 -1 1
226 180 -1 1
225 180 -1 1
224 180 -1 1
223 180 -1 1
222 180 -1 1
221 180 -1 1
230 179 -1 1
229 179 -1 1
228 179 -1 1
227 179 -1 1
226 179 -1 1
225 179 -1 1
224 179 -1 1
223 179 -1 1
222 179 -1 1
231 178 -1 1
230 178 -1 1
229 178 -1 1
228 178 -1 1
227 178 -1 1
226 178 -1 1
225 178 -1 1
224 178 -1 1
223 178 -1 1
222 178 -1 1
231 177 -1 1
230 177 -1 1
229 177 -1 1
228 177 -1 1
227 177 -1 1
226 177 -1 1
225 177 -1 1
224 177 -1 1
223 177 -1 1
222 177 -1 1
231 176 -1 1
230 176 -1 1
229 176 -1 1
228 176 -1 1
227 176 -1 1
226 176 -1 1
225 176 -1 1
224 176 -1 1
223 176 -1 1
222 176 -1 1
221 176 -1 1
232 175 -1 1
231 175 -1 1
230 175 -1 1
229 175 -1 1
228 175 -1 1
227 175 -1 1
226 175 -1 1
225 175 -1 1
224 175 -1 1
223 175 -1 1
222 175 -1 1
221 175 -1 1
231 174 -1 1
230 174 -1 1
229 174 -1 1
228 174 -1 1
227 174 -1 1
226 174 -1 1
225 174 -1 1
224 174 -1 1
223 174 -1 1
222 174 -1 1
231 173 -1 1
230 173 -1 1
229 173 -1 1
228 173 -1 1
227 173 -1 1
226 173 -1 1
225 173 -1 1
224 173 -1 1
223 173 -1 1
222 173 -1 1
231 172 -1 1
230 172 -1 1
229 172 -1 1
228 172 -1 1
227 172 -1 1
226 172 -1 1
225 172 -1 1
224 172 -1 1
223 172 -1 1
222 172 -1 1
232 171 -1 1
231 171 -1 1
230 171 -1 1
229 171 -1 1
228 171 -1 1
227 171 -1 1
226 171 -1 1
225 171 -1 1
224 171 -1 1
223 171 -1 1
222 171 -1 1
231 170 -1 1
230 170 -1 1
229 170 -1 1
228 170 -1 1
227 170 -1 1
226 170 -1 1
225 170 -1 1
224 170 -1 1
223 170 -1 1
232 169 -1 1
231 169 -1 1
230 169 -1 1
229 169 -1 1
228 169 -1 1
227 169 -1 1
226 169 -1 1
225 169 -1 1
224 169 -1 1
223 169 -1 1
233 168 -1 1
232 168 -1 1
231 168 -1 1
230 168 -1 1
229 168 -1 1
228 168 -1 1
227 168 -1 1
226 168 -1 1
225 168 -1 1
224 168 -1 1
223 168 -1 1
233 167 -1 1
232 167 -1 1
231 167 -1 1
230 167 -1 1
229 167 -1 1
228 167 -1 1
227 167 -1 1
226 167 -1 1
225 167 -1 1
224 167 -1 1
233 166 -1 1
232 166 -1 1
231 166 -1 1
230 166 -1 1
229 166 -1 1
228 166 -1 1
227 166 -1 1
226 166 -1 1
225 166 -1 1
224 166 -1 1
223 166 -1 1
234 165 -1 1
233 165 -1 1
232 165 -1 1
231 165 -1 1
230 165 -1 1
229 165 -1 1
228 165 -1 1
227 165 -1 1
226 165 -1 1
225 165 -1 1
224 165 -1 1
233 164 -1 1
232 164 -1 1
231 164 -1 1
230 164 -1 1
229 164 -1 1
228 164 -1 1
227 164 -1 1
226 164 -1 1
225 164 -1 1
224 164 -1 1
233 163 -1 1
232 163 -1 1
231 163 -1 1
230 163 -1 1
229 163 -1 1
228 163 -1 1
227 163 -1 1
226 163 -1 1
225 163 -1 1
224 163 -1 1
234 162 -1 1
233 162 -1 1
232 162 -1 1
231 162 -1 1
230 162 -1 1
229 162 -1 1
228 162 -1 1
227 162 -1 1
226 162 -1 1
225 162 -1 1
224 162 -1 1
233 161 -1 1
232 161 -1 1
231 161 -1 1
230 161 -1 1
229 161 -1 1
228 161 -1 1
227 161 -1 1
226 161 -1 1
225 161 -1 1
233 160 -1 1
232 160 -1 1
231 160 -1 1
230 160 -1 1
229 160 -1 1
228 160 -1 1
227 160 -1 1
226 160 -1 1
225 160 -1 1
233 159 -1 1
232 159 -1 1
231 159 -1 1
230 159 -1 1
