1152 408 341
245 225 -1 0
244 225 -1 0
243 225 -1 0
248 224 -1 0
247 224 -1 0
246 224 -1 0
245 224 -1 0
244 224 -1 0
243 224 -1 0
242 224 -1 0
241 224 -1 0
240 224 -1 0
249 223 -1 0
248 223 -1 0
247 223 -1 0
246 223 -1 0
245 223 -1 0
244 223 -1 0
243 223 -1 0
242 223 -1 0
241 223 -1 0
240 223 -1 0
239 223 -1 0
251 222 -1 0
250 222 -1 0
249 222 -1 0
248 222 -1 0
247 222 -1 0
246 222 -1 0
245 222 -1 0
244 222 -1 0
243 222 -1 0
242 222 -1 0
241 222 -1 0
240 222 -1 0
239 222 -1 0
252 221 -1 0
251 221 -1 0
250 221 -1 0
249 221 -1 0
248 221 -1 0
247 221 -1 0
246 221 -1 0
245 221 -1 0
244 221 -1 0
243 221 -1 0
242 221 -1 0
241 221 -1 0
240 221 -1 0
239 221 -1 0
254 220 -1 0
253 220 -1 0
252 220 -1 0
251 220 -1 0
250 220 -1 0
249 220 -1 0
248 220 -1 0
247 220 -1 0
246 220 -1 0
245 220 -1 0
244 220 -1 0
243 220 -1 0
242 220 -1 0
241 220 -1 0
240 220 -1 0
239 220 -1 0
238 220 -1 0
257 219 -1 0
256 219 -1 0
255 219 -1 0
254 219 -1 0
253 219 -1 0
252 219 -1 0
251 219 -1 0
250 219 -1 0
249 219 -1 0
248 219 -1 0
247 219 -1 0
246 219 -1 0
245 219 -1 0
244 219 -1 0
243 219 -1 0
242 219 -1 0
241 219 -1 0
240 219 -1 0
239 219 -1 0
258 218 -1 0
257 218 -1 0
256 218 -1 0
255 218 -1 0
254 218 -1 0
253 218 -1 0
252 218 -1 0
251 218 -1 0
250 218 -1 0
249 218 -1 0
248 218 -1 0
247 218 -1 0
246 218 -1 0
245 218 -1 0
244 218 -1 0
243 218 -1 0
242 218 -1 0
241 218 -1 0
240 218 -1 0
239 218 -1 0
258 217 -1 0
257 217 -1 0
256 217 -1 0
255 217 -1 0
254 217 -1 0
253 217 -1 0
252 217 -1 0
251 217 -1 0
250 217 -1 0
249 217 -1 0
248 217 -1 0
247 217 -1 0
246 217 -1 0
245 217 -1 0
244 217 -1 0
243 217 -1 0
242 217 -1 0
241 217 -1 0
240 217 -1 0
239 217 -1 0
261 216 -1 0
260 216 -1 0
259 216 -1 0
258 216 -1 0
257 216 -1 0
256 216 -1 0
255 216 -1 0
254 216 -1 0
253 216 -1 0
252 216 -1 0
251 216 -1 0
250 216 -1 0
249 216 -1 0
248 216 -1 0
247 216 -1 0
246 216 -1 0
245 216 -1 0
244 216 -1 0
243 216 -1 0
242 216 -1 0
241 216 -1 0
240 216 -1 0
262 215 -1 0
261 215 -1 0
260 215 -1 0
259 215 -1 0
258 215 -1 0
257 215 -1 0
256 215 -1 0
255 215 -1 0
254 215 -1 0
253 215 -1 0
252 215 -1 0
251 215 -1 0
250 215 -1 0
249 215 -1 0
248 215 -1 0
247 215 -1 0
246 215 -1 0
245 215 -1 0
244 215 -1 0
243 215 -1 0
242 215 -1 0
262 214 -1 0
261 214 -1 0
260 214 -1 0
259 214 -1 0
258 214 -1 0
257 214 -1 0
256 214 -1 0
255 214 -1 0
254 214 -1 0
253 214 -1 0
252 214 -1 0
251 214 -1 0
250 214 -1 0
249 214 -1 0
248 214 -1 0
247 214 -1 0
246 214 -1 0
245 214 -1 0
244 214 -1 0
243 214 -1 0
263 213 -1 0
262 213 -1 0
261 213 -1 0
260 213 -1 0
259 213 -1 0
258 213 -1 0
257 213 -1 0
256 213 -1 0
255 213 -1 0
