1189 408 341
229 263 -1 1
232 262 -1 1
231 262 -1 1
230 262 -1 1
229 262 -1 1
228 262 -1 1
227 262 -1 1
226 262 -1 1
233 261 -1 1
232 261 -1 1
231 261 -1 1
230 261 -1 1
229 261 -1 1
228 261 -1 1
227 261 -1 1
226 261 -1 1
225 261 -1 1
233 260 -1 1
232 260 -1 1
231 260 -1 1
230 260 -1 1
229 260 -1 1
228 260 -1 1
227 260 -1 1
226 260 -1 1
225 260 -1 1
233 259 -1 1
232 259 -1 1
231 259 -1 1
230 259 -1 1
229 259 -1 1
228 259 -1 1
227 259 -1 1
226 259 -1 1
225 259 -1 1
234 258 -1 1
233 258 -1 1
232 258 -1 1
231 258 -1 1
230 258 -1 1
229 258 -1 1
228 258 -1 1
227 258 -1 1
226 258 -1 1
225 258 -1 1
224 258 -1 1
234 257 -1 1
233 257 -1 1
232 257 -1 1
231 257 -1 1
230 257 -1 1
229 257 -1 1
228 257 -1 1
227 257 -1 1
226 257 -1 1
225 257 -1 1
224 257 -1 1
236 256 -1 1
235 256 -1 1
234 256 -1 1
233 256 -1 1
232 256 -1 1
231 256 -1 1
230 256 -1 1
229 256 -1 1
228 256 -1 1
227 256 -1 1
226 256 -1 1
225 256 -1 1
237 255 -1 1
236 255 -1 1
235 255 -1 1
234 255 -1 1
233 255 -1 1
232 255 -1 1
231 255 -1 1
230 255 -1 1
229 255 -1 1
228 255 -1 1
227 255 -1 1
226 255 -1 1
225 255 -1 1
237 254 -1 1
236 254 -1 1
235 254 -1 1
234 254 -1 1
233 254 -1 1
232 254 -1 1
231 254 -1 1
230 254 -1 1
229 254 -1 1
228 254 -1 1
227 254 -1 1
226 254 -1 1
225 254 -1 1
237 253 -1 1
236 253 -1 1
235 253 -1 1
234 253 -1 1
233 253 -1 1
232 253 -1 1
231 253 -1 1
230 253 -1 1
229 253 -1 1
228 253 -1 1
227 253 -1 1
226 253 -1 1
238 252 -1 1
237 252 -1 1
236 252 -1 1
235 252 -1 1
234 252 -1 1
233 252 -1 1
232 252 -1 1
231 252 -1 1
230 252 -1 1
229 252 -1 1
228 252 -1 1
227 252 -1 1
239 251 -1 1
238 251 -1 1
237 251 -1 1
236 251 -1 1
235 251 -1 1
234 251 -1 1
233 251 -1 1
232 251 -1 1
231 251 -1 1
230 251 -1 1
229 251 -1 1
228 251 -1 1
240 250 -1 1
239 250 -1 1
238 250 -1 1
237 250 -1 1
236 250 -1 1
235 250 -1 1
234 250 -1 1
233 250 -1 1
232 250 -1 1
231 250 -1 1
230 250 -1 1
229 250 -1 1
228 250 -1 1
241 249 -1 1
240 249 -1 1
239 249 -1 1
238 249 -1 1
237 249 -1 1
236 249 -1 1
235 249 -1 1
234 249 -1 1
233 249 -1 1
232 249 -1 1
231 249 -1 1
230 249 -1 1
229 249 -1 1
228 249 -1 1
241 248 -1 1
240 248 -1 1
239 248 -1 1
238 248 -1 1
237 248 -1 1
236 248 -1 1
235 248 -1 1
234 248 -1 1
233 248 -1 1
232 248 -1 1
231 248 -1 1
230 248 -1 1
229 248 -1 1
241 247 -1 1
240 247 -1 1
239 247 -1 1
238 247 -1 1
237 247 -1 1
236 247 -1 1
235 247 -1 1
234 247 -1 1
233 247 -1 1
232 247 -1 1
231 247 -1 1
230 247 -1 1
244 246 -1 1
243 246 -1 1
242 246 -1 1
241 246 -1 1
240 246 -1 1
239 246 -1 1
238 246 -1 1
237 246 -1 1
236 246 -1 1
235 246 -1 1
234 246 -1 1
233 246 -1 1
232 246 -1 1
231 246 -1 1
230 246 -1 1
245 245 -1 1
244 245 -1 1
243 245 -1 1
242 245 -1 1
241 245 -1 1
240 245 -1 1
239 245 -1 1
238 245 -1 1
237 245 -1 1
236 245 -1 1
235 245 -1 1
234 245 -1 1
233 245 -1 1
232 245 -1 1
231 245 -1 1
245 244 -1 1
244 244 -1 1
243 244 -1 1
242 244 -1 1
241 244 -1 1
240 244 -1 1
239 244 -1 1
238 244 -1 1
237 244 -1 1
236 244 -1 1
235 244 -1 1
234 244 -1 1
233 244 -1 1
232 244 -1 1
245 243 -1 1
244 243 -1 1
243 243 -1 1
242 243 -1 1
241 243 -1 1
240 243 -1 1
239 243 -1 1
238 243 -1 1
237 243 -1 1
236 243 -1 1
235 243 -1 1
234 243 -1 1
233 243 -1 1
246 242 -1 1
245 242 -1 1
244 242 -1 1
243 242 -1 1
242 242 -1 1
241 242 -1 1
240 242 -1 1
239 242 -1 1
238 242 -1 1
237 242 -1 1
236 242 -1 1
235 242 -1 1
234 242 -1 1
245 241 -1 1
244 241 -1 1
243 241 -1 1
242 241 -1 1
241 241 -1 1
240 241 -1 1
239 241 -1 1
238 241 -1 1
237 241 -1 1
236 241 -1 1
235 241 -1 1
245 240 -1 1
244 240 -1 1
243 240 -1 1
242 240 -1 1
241 240 -1 1
240 240 -1 1
239 240 -1 1
238 240 -1 1
237 240 -1 1
236 240 -1 1
235 240 -1 1
245 239 -1 1
244 239 -1 1
243 239 -1 1
242 239 -1 1
241 239 -1 1
240 239 -1 1
239 239 -1 1
238 239 -1 1
237 239 -1 1
236 239 -1 1
235 239 -1 1
247 238 -1 1
246 238 -1 1
245 238 -1 1
244 238 -1 1
243 238 -1 1
242 238 -1 1
241 238 -1 1
240 238 -1 1
239 238 -1 1
238 238 -1 1
237 238 -1 1
236 238 -1 1
248 237 -1 1
247 237 -1 1
246 237 -1 1
245 237 -1 1
244 237 -1 1
243 237 -1 1
242 237 -1 1
241 237 -1 1
240 237 -1 1
239 237 -1 1
248 236 -1 1
247 236 -1 1
246 236 -1 1
245 236 -1 1
244 236 -1 1
243 236 -1 1
242 236 -1 1
241 236 -1 1
240 236 -1 1
250 235 -1 1
249 235 -1 1
248 235 -1 1
247 235 -1 1
246 235 -1 1
245 235 -1 1
244 235 -1 1
243 235 -1 1
242 235 -1 1
241 235 -1 1
240 235 -1 1
251 234 -1 1
250 234 -1 1
249 234 -1 1
248 234 -1 1
247 234 -1 1
246 234 -1 1
245 234 -1 1
244 234 -1 1
243 234 -1 1
242 234 -1 1
241 234 -1 1
240 234 -1 1
239 234 -1 1
251 233 -1 1
250 233 -1 1
249 233 -1 1
248 233 -1 1
247 233 -1 1
246 233 -1 1
245 233 -1 1
244 233 -1 1
243 233 -1 1
242 233 -1 1
241 233 -1 1
240 233 -1 1
239 233 -1 1
251 232 -1 1
250 232 -1 1
249 232 -1 1
248 232 -1 1
247 232 -1 1
246 232 -1 1
245 232 -1 1
244 232 -1 1
243 232 -1 1
242 232 -1 1
241 232 -1 1
240 232 -1 1
252 231 -1 1
251 231 -1 1
250 231 -1 1
249 231 -1 1
