789 408 341
215 182 -1 1
214 182 -1 1
218 181 -1 1
217 181 -1 1
216 181 -1 1
215 181 -1 1
214 181 -1 1
213 181 -1 1
212 181 -1 1
211 181 -1 1
219 180 -1 1
218 180 -1 1
217 180 -1 1
216 180 -1 1
215 180 -1 1
214 180 -1 1
213 180 -1 1
212 180 -1 1
211 180 -1 1
210 180 -1 1
209 180 -1 1
219 179 -1 1
218 179 -1 1
217 179 -1 1
216 179 -1 1
215 179 -1 1
214 179 -1 1
213 179 -1 1
212 179 -1 1
211 179 -1 1
210 179 -1 1
209 179 -1 1
208 179 -1 1
219 178 -1 1
218 178 -1 1
217 178 -1 1
216 178 -1 1
215 178 -1 1
214 178 -1 1
213 178 -1 1
212 178 -1 1
211 178 -1 1
210 178 -1 1
209 178 -1 1
208 178 -1 1
220 177 -1 1
219 177 -1 1
218 177 -1 1
217 177 -1 1
216 177 -1 1
215 177 -1 1
214 177 -1 1
213 177 -1 1
212 177 -1 1
211 177 -1 1
210 177 -1 1
209 177 -1 1
208 177 -1 1
219 176 -1 1
218 176 -1 1
217 176 -1 1
216 176 -1 1
215 176 -1 1
214 176 -1 1
213 176 -1 1
212 176 -1 1
211 176 -1 1
210 176 -1 1
209 176 -1 1
208 176 -1 1
207 176 -1 1
219 175 -1 1
218 175 -1 1
217 175 -1 1
216 175 -1 1
215 175 -1 1
214 175 -1 1
213 175 -1 1
212 175 -1 1
211 175 -1 1
210 175 -1 1
209 175 -1 1
208 175 -1 1
207 175 -1 1
206 175 -1 1
219 174 -1 1
218 174 -1 1
217 174 -1 1
216 174 -1 1
215 174 -1 1
214 174 -1 1
213 174 -1 1
212 174 -1 1
211 174 -1 1
210 174 -1 1
209 174 -1 1
208 174 -1 1
207 174 -1 1
206 174 -1 1
218 173 -1 1
217 173 -1 1
216 173 -1 1
215 173 -1 1
214 173 -1 1
213 173 -1 1
212 173 -1 1
211 173 -1 1
210 173 -1 1
209 173 -1 1
208 173 -1 1
207 173 -1 1
206 173 -1 1
217 172 -1 1
216 172 -1 1
215 172 -1 1
214 172 -1 1
213 172 -1 1
212 172 -1 1
211 172 -1 1
210 172 -1 1
209 172 -1 1
208 172 -1 1
207 172 -1 1
206 172 -1 1
205 172 -1 1
204 172 -1 1
215 171 -1 1
214 171 -1 1
213 171 -1 1
212 171 -1 1
211 171 -1 1
210 171 -1 1
209 171 -1 1
208 171 -1 1
207 171 -1 1
206 171 -1 1
205 171 -1 1
204 171 -1 1
203 171 -1 1
215 170 -1 1
214 170 -1 1
213 170 -1 1
212 170 -1 1
211 170 -1 1
210 170 -1 1
209 170 -1 1
208 170 -1 1
207 170 -1 1
206 170 -1 1
205 170 -1 1
204 170 -1 1
203 170 -1 1
214 169 -1 1
213 169 -1 1
212 169 -1 1
211 169 -1 1
210 169 -1 1
209 169 -1 1
208 169 -1 1
207 169 -1 1
206 169 -1 1
205 169 -1 1
204 169 -1 1
203 169 -1 1
202 169 -1 1
214 168 -1 1
213 168 -1 1
212 168 -1 1
211 168 -1 1
210 168 -1 1
209 168 -1 1
208 168 -1 1
207 168 -1 1
206 168 -1 1
205 168 -1 1
204 168 -1 1
203 168 -1 1
202 168 -1 1
201 168 -1 1
200 168 -1 1
213 167 -1 1
212 167 -1 1
211 167 -1 1
210 167 -1 1
209 167 -1 1
208 167 -1 1
207 167 -1 1
206 167 -1 1
205 167 -1 1
204 167 -1 1
203 167 -1 1
202 167 -1 1
201 167 -1 1
200 167 -1 1
199 167 -1 1
198 167 -1 1
197 167 -1 1
211 166 -1 1
210 166 -1 1
209 166 -1 1
208 166 -1 1
207 166 -1 1
206 166 -1 1
205 166 -1 1
204 166 -1 1
203 166 -1 1
202 166 -1 1
201 166 -1 1
200 166 -1 1
199 166 -1 1
198 166 -1 1
197 166 -1 1
196 166 -1 1
211 165 -1 1
210 165 -1 1
209 165 -1 1
208 165 -1 1
207 165 -1 1
206 165 -1 1
205 165 -1 1
204 165 -1 1
203 165 -1 1
202 165 -1 1
201 165 -1 1
200 165 -1 1
199 165 -1 1
198 165 -1 1
197 165 -1 1
196 165 -1 1
195 165 -1 1
211 164 -1 1
210 164 -1 1
209 164 -1 1
208 164 -1 1
207 164 -1 1
206 164 -1 1
205 164 -1 1
204 164 -1 1
203 164 -1 1
202 164 -1 1
201 164 -1 1
200 164 -1 1
199 164 -1 1
198 164 -1 1
197 164 -1 1
196 164 -1 1
195 164 -1 1
210 163 -1 1
209 163 -1 1
208 163 -1 1
207 163 -1 1
206 163 -1 1
205 163 -1 1
204 163 -1 1
203 163 -1 1
202 163 -1 1
201 163 -1 1
200 163 -1 1
199 163 -1 1
198 163 -1 1
197 163 -1 1
196 163 -1 1
195 163 -1 1
209 162 -1 1
208 162 -1 1
207 162 -1 1
206 162 -1 1
205 162 -1 1
204 162 -1 1
203 162 -1 1
202 162 -1 1
201 162 -1 1
200 162 -1 1
199 162 -1 1
198 162 -1 1
197 162 -1 1
196 162 -1 1
195 162 -1 1
194 162 -1 1
208 161 -1 1
207 161 -1 1
206 161 -1 1
205 161 -1 1
204 161 -1 1
203 161 -1 1
202 161 -1 1
201 161 -1 1
200 161 -1 1
199 161 -1 1
198 161 -1 1
197 161 -1 1
196 161 -1 1
195 161 -1 1
208 160 -1 1
207 160 -1 1
206 160 -1 1
205 160 -1 1
204 160 -1 1
203 160 -1 1
202 160 -1 1
201 160 -1 1
200 160 -1 1
199 160 -1 1
198 160 -1 1
197 160 -1 1
196 160 -1 1
195 160 -1 1
207 159 -1 1
206 159 -1 1
205 159 -1 1
204 159 -1 1
203 159 -1 1
202 159 -1 1
201 159 -1 1
200 159 -1 1
199 159 -1 1
198 159 -1 1
197 159 -1 1
196 159 -1 1
195 159 -1 1
204 158 -1 1
203 158 -1 1
202 158 -1 1
201 158 -1 1
200 158 -1 1
199 158 -1 1
198 158 -1 1
197 158 -1 1
196 158 -1 1
200 157 -1 1
199 157 -1 1
167 102 -1 0
170 101 -1 0
169 101 -1 0
168 101 -1 0
167 101 -1 0
166 101 -1 0
165 101 -1 0
164 101 -1 0
171 100 -1 0
170 100 -1 0
169 100 -1 0
168 100 -1 0
167 100 -1 0
166 100 -1 0
165 100 -1 0
164 100 -1 0
163 100 -1 0
171 99 -1 0
170 99 -1 0
169 99 -1 0
168 99 -1 0
167 99 -1 0
166 99 -1 0
165 99 -1 0
164 99 -1 0
163 99 -1 0
172 98 -1 0
171 98 -1 0
170 98 -1 0
169 98 -1 0
168 98 -1 0
167 98 -1 0
166 98 -1 0
165 98 -1 0
164 98 -1 0
163 98 -1 0
172 97 -1 0
171 97 -1 0
170 97 -1 0
169 97 -1 0
168 97 -1 0
167 97 -1 0
166 97 -1 0
165 97 -1 0
164 97 -1 0
163 97 -1 0
162 97 -1 0
172 96 -1 0
171 96 -1 0
170 96 -1 0
169 96 -1 0
168 96 -1 0
167 96 -1 0
166 96 -1 0
165 96 -1 0
164 96 -1 0
163 96 -1 0
162 96 -1 0
173 95 -1 0
172 95 -1 0
171 95 -1 0
170 95 -1 0
169 95 -1 0
168 95 -1 0
167 95 -1 0
166 95 -1 0
165 95 -1 0
164 95 -1 0
163 95 -1 0
162 95 -1 0
172 94 -1 0
171 94 -1 0
170 94 -1 0
169 94 -1 0
168 94 -1 0
167 94 -1 0
166 94 -1 0
165 94 -1 0
164 94 -1 0
163 94 -1 0
173 93 -1 0
172 93 -1 0
171 93 -1 0
170 93 -1 0
169 93 -1 0
168 93 -1 0
167 93 -1 0
166 93 -1 0
165 93 -1 0
164 93 -1 0
163 93 -1 0
173 92 -1 0
172 92 -1 0
171 92 -1 0
170 92 -1 0
169 92 -1 0
168 92 -1 0
167 92 -1 0
166 92 -1 0
165 92 -1 0
164 92 -1 0
163 92 -1 0
173 91 -1 0
172 91 -1 0
171 91 -1 0
170 91 -1 0
169 91 -1 0
168 91 -1 0
167 91 -1 0
166 91 -1 0
165 91 -1 0
164 91 -1 0
163 91 -1 0
173 90 -1 0
172 90 -1 0
171 90 -1 0
170 90 -1 0
169 90 -1 0
168 90 -1 0
167 90 -1 0
166 90 -1 0
165 90 -1 0
164 90 -1 0
163 90 -1 0
172 89 -1 0
171 89 -1 0
170 89 -1 0
169 89 -1 0
168 89 -1 0
167 89 -1 0
166 89 -1 0
165 89 -1 0
164 89 -1 0
173 88 -1 0
172 88 -1 0
171 88 -1 0
170 88 -1 0
169 88 -1 0
168 88 -1 0
167 88 -1 0
166 88 -1 0
165 88 -1 0
164 88 -1 0
163 88 -1 0
173 87 -1 0
172 87 -1 0
171 87 -1 0
170 87 -1 0
169 87 -1 0
168 87 -1 0
167 87 -1 0
166 87 -1 0
165 87 -1 0
164 87 -1 0
163 87 -1 0
173 86 -1 0
172 86 -1 0
171 86 -1 0
170 86 -1 0
169 86 -1 0
168 86 -1 0
167 86 -1 0
166 86 -1 0
165 86 -1 0
164 86 -1 0
163 86 -1 0
174 85 -1 0
173 85 -1 0
172 85 -1 0
171 85 -1 0
170 85 -1 0
169 85 -1 0
168 85 -1 0
167 85 -1 0
166 85 -1 0
165 85 -1 0
164 85 -1 0
163 85 -1 0
174 84 -1 0
173 84 -1 0
172 84 -1 0
171 84 -1 0
170 84 -1 0
169 84 -1 0
168 84 -1 0
167 84 -1 0
166 84 -1 0
165 84 -1 0
164 84 -1 0
174 83 -1 0
173 83 -1 0
172 83 -1 0
171 83 -1 0
170 83 -1 0
169 83 -1 0
168 83 -1 0
167 83 -1 0
166 83 -1 0
165 83 -1 0
164 83 -1 0
175 82 -1 0
174 82 -1 0
173 82 -1 0
172 82 -1 0
171 82 -1 0
170 82 -1 0
169 82 -1 0
168 82 -1 0
167 82 -1 0
166 82 -1 0
165 82 -1 0
164 82 -1 0
175 81 -1 0
174 81 -1 0
173 81 -1 0
172 81 -1 0
171 81 -1 0
170 81 -1 0
169 81 -1 0
168 81 -1 0
167 81 -1 0
166 81 -1 0
165 81 -1 0
176 80 -1 0
175 80 -1 0
174 80 -1 0
173 80 -1 0
172 80 -1 0
171 80 -1 0
170 80 -1 0
169 80 -1 0
168 80 -1 0
167 80 -1 0
166 80 -1 0
165 80 -1 0
176 79 -1 0
175 79 -1 0
174 79 -1 0
173 79 -1 0
172 79 -1 0
171 79 -1 0
170 79 -1 0
169 79 -1 0
168 79 -1 0
167 79 -1 0
166 79 -1 0
177 78 -1 0
176 78 -1 0
175 78 -1 0
174 78 -1 0
173 78 -1 0
172 78 -1 0
171 78 -1 0
170 78 -1 0
169 78 -1 0
168 78 -1 0
167 78 -1 0
166 78 -1 0
177 77 -1 0
176 77 -1 0
175 77 -1 0
174 77 -1 0
173 77 -1 0
172 77 -1 0
171 77 -1 0
170 77 -1 0
169 77 -1 0
168 77 -1 0
167 77 -1 0
166 77 -1 0
177 76 -1 0
176 76 -1 0
175 76 -1 0
174 76 -1 0
173 76 -1 0
172 76 -1 0
171 76 -1 0
170 76 -1 0
169 76 -1 0
168 76 -1 0
167 76 -1 0
178 75 -1 0
177 75 -1 0
176 75 -1 0
175 75 -1 0
174 75 -1 0
173 75 -1 0
172 75 -1 0
171 75 -1 0
170 75 -1 0
169 75 -1 0
168 75 -1 0
178 74 -1 0
177 74 -1 0
176 74 -1 0
175 74 -1 0
174 74 -1 0
173 74 -1 0
172 74 -1 0
171 74 -1 0
170 74 -1 0
169 74 -1 0
168 74 -1 0
178 73 -1 0
177 73 -1 0
176 73 -1 0
175 73 -1 0
174 73 -1 0
173 73 -1 0
172 73 -1 0
171 73 -1 0
170 73 -1 0
169 73 -1 0
178 72 -1 0
177 72 -1 0
176 72 -1 0
175 72 -1 0
174 72 -1 0
173 72 -1 0
172 72 -1 0
171 72 -1 0
170 72 -1 0
169 72 -1 0
168 72 -1 0
179 71 -1 0
178 71 -1 0
177 71 -1 0
176 71 -1 0
175 71 -1 0
174 71 -1 0
173 71 -1 0
172 71 -1 0
171 71 -1 0
170 71 -1 0
169 71 -1 0
179 70 -1 0
178 70 -1 0
177 70 -1 0
176 70 -1 0
175 70 -1 0
174 70 -1 0
173 70 -1 0
172 70 -1 0
171 70 -1 0
170 70 -1 0
169 70 -1 0
180 69 -1 0
179 69 -1 0
178 69 -1 0
177 69 -1 0
176 69 -1 0
175 69 -1 0
174 69 -1 0
173 69 -1 0
172 69 -1 0
171 69 -1 0
170 69 -1 0
169 69 -1 0
180 68 -1 0
179 68 -1 0
178 68 -1 0
177 68 -1 0
176 68 -1 0
175 68 -1 0
174 68 -1 0
173 68 -1 0
172 68 -1 0
171 68 -1 0
170 68 -1 0
180 67 -1 0
179 67 -1 0
178 67 -1 0
177 67 -1 0
176 67 -1 0
175 67 -1 0
174 67 -1 0
173 67 -1 0
172 67 -1 0
171 67 -1 0
170 67 -1 0
181 66 -1 0
180 66 -1 0
179 66 -1 0
178 66 -1 0
177 66 -1 0
176 66 -1 0
175 66 -1 0
174 66 -1 0
173 66 -1 0
172 66 -1 0
171 66 -1 0
181 65 -1 0
180 65 -1 0
179 65 -1 0
178 65 -1 0
177 65 -1 0
176 65 -1 0
175 65 -1 0
174 65 -1 0
173 65 -1 0
172 65 -1 0
171 65 -1 0
180 64 -1 0
179 64 -1 0
178 64 -1 0
177 64 -1 0
176 64 -1 0
175 64 -1 0
174 64 -1 0
173 64 -1 0
172 64 -1 0
171 64 -1 0
181 63 -1 0
180 63 -1 0
179 63 -1 0
178 63 -1 0
177 63 -1 0
176 63 -1 0
175 63 -1 0
174 63 -1 0
173 63 -1 0
172 63 -1 0
171 63 -1 0
180 62 -1 0
179 62 -1 0
178 62 -1 0
177 62 -1 0
176 62 -1 0
175 62 -1 0
174 62 -1 0
173 62 -1 0
172 62 -1 0
180 61 -1 0
179 61 -1 0
178 61 -1 0
177 61 -1 0
176 61 -1 0
175 61 -1 0
174 61 -1 0
173 61 -1 0
172 61 -1 0
180 60 -1 0
179 60 -1 0
178 60 -1 0
177 60 -1 0
176 60 -1 0
175 60 -1 0
174 60 -1 0
173 60 -1 0
172 60 -1 0
179 59 -1 0
178 59 -1 0
177 59 -1 0
176 59 -1 0
175 59 -1 0
174 59 -1 0
173 59 -1 0
176 58 -1 0
